,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
668,NTAP,Netapp Inc,Technology,Computer Hardware,USA,24300000000.0,26.72,117.75,0.018000000000000002,563773.0
669,NTES,NetEase Inc ADR,Communication Services,Electronic Gaming & Multimedia,China,56260000000.0,13.89,90.36,-0.0014000000000000002,1296404.0
670,NTLA,Intellia Therapeutics Inc,Healthcare,Biotechnology,USA,2310000000.0,,23.91,-0.0374,560398.0
671,NTNX,Nutanix Inc,Technology,Software - Infrastructure,USA,17670000000.0,,72.33,-0.0070999999999999995,745254.0
672,NTR,Nutrien Ltd,Basic Materials,Agricultural Inputs,Canada,29470000000.0,34.93,59.58,0.012199999999999999,288750.0
673,NTRA,Natera Inc,Healthcare,Diagnostics & Research,USA,13490000000.0,,109.89,0.0034999999999999996,479815.0
674,NTRS,Northern Trust Corp.,Financial,Asset Management,USA,16940000000.000002,18.32,82.79,-0.0062,173137.0
675,NU,Nu Holdings Ltd,Financial,Banks - Regional,Cayman Islands,56580000000.0,45.59,11.87,0.0121,7618349.0
676,NUE,Nucor Corp.,Basic Materials,Steel,USA,40870000000.0,10.03,170.47,-0.004699999999999999,261991.0
677,NVCR,NovoCure Ltd,Healthcare,Medical Devices,United Kingdom,2390000000.0,,22.19,-0.0415,324032.0
678,NVDA,NVIDIA Corp,Technology,Semiconductors,USA,2798790000000.0,65.48,1119.52,0.051500000000000004,25231960.0
679,NVEI,Nuvei Corporation,Technology,Software - Infrastructure,Canada,4480000000.0,,32.12,0.0014000000000000002,257536.0
680,NVO,Novo Nordisk ADR,Healthcare,Biotechnology,Denmark,447140000000.0,46.25,133.94,-0.0154,1538684.0
681,NVS,Novartis AG ADR,Healthcare,Drug Manufacturers - General,Switzerland,195400000000.0,13.55,99.87,-0.0066,356098.0
682,NVST,Envista Holdings Corp,Healthcare,Medical Instruments & Supplies,USA,3090000000.0,,18.0,-0.013999999999999999,397694.0
683,NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,United Kingdom,14070000000.0,24.67,84.76,-0.0078000000000000005,398643.0
684,NWG,NatWest Group Plc ADR,Financial,Banks - Regional,United Kingdom,35210000000.0,7.16,8.09,0.009399999999999999,300197.0
685,NWL,Newell Brands Inc,Consumer Defensive,Household & Personal Products,USA,3270000000.0,,7.87,0.0017000000000000001,535540.0
686,NWSA,News Corp,Communication Services,Entertainment,USA,15230000000.0,73.72,26.73,-0.0004,385407.0
687,NXE,NexGen Energy Ltd,Energy,Uranium,Canada,4280000000.0000005,120.96,7.93,0.0212,860053.0
688,NXPI,NXP Semiconductors NV,Technology,Semiconductors,Netherlands,72010000000.0,26.0,281.63,0.0161,314859.0
689,NXT,Nextracker Inc,Technology,Solar,USA,7700000000.0,34.09,56.41,-0.0063,1350479.0
690,NYCB,New York Community Bancorp Inc.,Financial,Banks - Regional,USA,2790000000.0,,3.4,0.0225,2950779.0
691,NYT,New York Times Co.,Communication Services,Publishing,USA,8220000000.000001,33.06,50.02,0.0025,150103.0
692,O,Realty Income Corp.,Real Estate,REIT - Retail,USA,45480000000.0,48.61,52.23,0.0011,1595973.0
693,OBDC,Blue Owl Capital Corp,Financial,Credit Services,USA,6500000000.0,8.4,16.67,0.0045000000000000005,528360.0
694,ODD,ODDITY Tech Ltd.,Technology,Software - Infrastructure,Israel,2060000000.0,109.68,36.25,-0.011699999999999999,145977.0
695,ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,USA,37670000000.0,30.53,173.35,0.0017000000000000001,642283.0
696,OGE,Oge Energy Corp.,Utilities,Utilities - Regulated Electric,USA,7150000000.0,18.04,35.67,0.0007000000000000001,304581.0
697,OGN,Organon & Co.,Healthcare,Drug Manufacturers - General,USA,5420000000.0,5.17,21.07,0.0038,284846.0
698,OHI,"Omega Healthcare Investors, Inc.",Real Estate,REIT - Healthcare Facilities,USA,7710000000.0,28.31,31.2,-0.0086,209629.0
699,OI,O-I Glass Inc,Consumer Cyclical,Packaging & Containers,USA,2029999999.9999998,,13.01,0.0354,328412.0
700,OKE,Oneok Inc.,Energy,Oil & Gas Midstream,USA,47390000000.0,18.9,81.2,0.0043,225982.0
701,OKTA,Okta Inc,Technology,Software - Infrastructure,USA,16510000000.000002,,98.15,0.0102,719307.0
702,OMC,"Omnicom Group, Inc.",Communication Services,Advertising Agencies,USA,18470000000.0,12.74,94.3,-0.0085,196205.0
703,ON,ON Semiconductor Corp.,Technology,Semiconductors,USA,32110000000.0,15.24,74.64,0.0287,1267293.0
704,ONB,Old National Bancorp,Financial,Banks - Regional,USA,5380000000.0,9.11,16.85,-0.0022,320580.0
705,ONON,On Holding AG,Consumer Cyclical,Footwear & Accessories,Switzerland,12550000000.0,93.51,41.34,0.0276,3322761.0
706,OPCH,Option Care Health Inc.,Healthcare,Medical Care Facilities,USA,5160000000.0,19.53,29.68,0.022000000000000002,198281.0
707,ORCL,Oracle Corp.,Technology,Software - Infrastructure,USA,341890000000.0,32.87,124.39,0.012,2145206.0
708,ORI,Old Republic International Corp.,Financial,Insurance - Diversified,USA,8529999999.999999,12.23,31.37,-0.0042,238449.0
709,OSCR,Oscar Health Inc,Healthcare,Healthcare Plans,USA,4840000000.0,,20.39,-0.0083,1136794.0
710,OTIS,Otis Worldwide Corp,Industrials,Specialty Industrial Machinery,USA,38980000000.0,27.84,96.42,-0.0118,445064.0
711,OUT,Outfront Media Inc,Real Estate,REIT - Specialty,USA,2370000000.0,,14.31,0.0028000000000000004,111059.0
712,OVV,Ovintiv Inc,Energy,Oil & Gas E&P,USA,13140000000.0,6.87,49.21,0.019,884244.0
713,OWL,Blue Owl Capital Inc,Financial,Asset Management,USA,9790000000.0,132.3,19.54,0.013999999999999999,928733.0
714,OXY,Occidental Petroleum Corp.,Energy,Oil & Gas E&P,USA,55400000000.0,17.09,62.48,0.0086,1836083.0
715,OZK,Bank OZK,Financial,Banks - Regional,USA,5360000000.0,7.8,46.55,0.0011,101819.0
716,PAA,Plains All American Pipeline LP,Energy,Oil & Gas Midstream,USA,11990000000.0,14.64,17.1,0.0032,249680.0
717,PAAS,Pan American Silver Corp,Basic Materials,Gold,Canada,8140000000.000001,,22.44,0.0663,2436885.0
718,PAGP,Plains GP Holdings LP,Energy,Oil & Gas Midstream,USA,3570000000.0,20.72,18.08,0.0017000000000000001,183383.0
719,PAGS,PagSeguro Digital Ltd,Technology,Software - Infrastructure,Brazil,4019999999.9999995,10.93,12.12,-0.0118,1448420.0
720,PANW,Palo Alto Networks Inc,Technology,Software - Infrastructure,USA,101720000000.0,45.72,314.14,-0.0232,2110377.0
721,PARA,Paramount Global,Communication Services,Entertainment,USA,7960000000.0,,11.94,-0.0017000000000000001,1706267.0
722,PATH,UiPath Inc,Technology,Software - Infrastructure,USA,10760000000.0,,18.8,-0.0097,4261658.0
723,PAYO,Payoneer Global Inc,Technology,Software - Infrastructure,USA,2260000000.0,20.3,6.06,0.0054,761930.0
724,PAYX,Paychex Inc.,Industrials,Staffing & Employment Services,USA,43570000000.0,26.39,121.03,-0.0258,616488.0
725,PBA,Pembina Pipeline Corporation,Energy,Oil & Gas Midstream,Canada,20100000000.0,15.87,36.58,0.0015,140110.0
726,PBF,PBF Energy Inc,Energy,Oil & Gas Refining & Marketing,USA,5890000000.0,3.44,49.65,0.0178,221480.0
727,PBR,Petroleo Brasileiro S.A. Petrobras ADR,Energy,Oil & Gas Integrated,Brazil,56900000000.0,4.45,15.29,0.0317,7300176.0
728,PBR-A,Petroleo Brasileiro S.A. Petrobras ADR,Energy,Oil & Gas Integrated,Brazil,40320000000.0,4.29,14.75,0.0438,2102800.0
729,PCAR,Paccar Inc.,Industrials,Farm & Heavy Construction Machinery,USA,56920000000.0,11.27,108.6,-0.0076,603528.0
730,PCG,PG&E Corp.,Utilities,Utilities - Regulated Electric,USA,39240000000.0,16.31,18.36,-0.0054,1389218.0
731,PCOR,Procore Technologies Inc,Technology,Software - Application,USA,10080000000.0,,68.89,0.0021,277771.0
732,PDD,PDD Holdings Inc ADR,Consumer Cyclical,Internet Retail,China,204450000000.0,20.33,153.89,-0.023399999999999997,11368760.0
733,PDI,PIMCO Dynamic Income Fund,Financial,Closed-End Fund - Debt,USA,5900000000.0,28.67,19.21,0.001,398468.0
734,PEG,Public Service Enterprise Group Inc.,Utilities,Utilities - Regulated Electric,USA,37330000000.0,20.72,74.94,-0.0013,275973.0
735,PENN,PENN Entertainment Inc,Consumer Cyclical,Resorts & Casinos,USA,2430000000.0,,15.95,-0.005,1461207.0
736,PEP,PepsiCo Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,237380000000.0,25.99,172.67,-0.029900000000000003,1934090.0
737,PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General,USA,159920000000.0,,28.22,-0.022799999999999997,11593183.0
738,PFG,Principal Financial Group Inc,Financial,Asset Management,USA,19110000000.0,15.61,81.54,-0.008199999999999999,119132.0
739,PFGC,Performance Food Group Company,Consumer Defensive,Food Distribution,USA,10750000000.0,25.74,69.06,-0.0087,142380.0
740,PG,Procter & Gamble Co.,Consumer Defensive,Household & Personal Products,USA,383290000000.0,26.55,162.4,-0.0177,1309905.0
741,PGNY,Progyny Inc,Healthcare,Health Information Services,USA,2530000000.0,43.72,26.56,-0.0163,330484.0
742,PGR,Progressive Corp.,Financial,Insurance - Property & Casualty,USA,120380000000.0,21.04,205.54,0.008,641090.0
743,PHG,Koninklijke Philips N.V. ADR,Healthcare,Medical Devices,Netherlands,25630000000.0,,27.35,0.0137,382732.0
744,PHM,PulteGroup Inc,Consumer Cyclical,Residential Construction,USA,23970000000.0,9.12,113.96,-0.003,302702.0
745,PHYS,Sprott Physical Gold Trust,Financial,Asset Management,Canada,7270000000.0,,18.3,0.0108,739170.0
746,PINS,Pinterest Inc,Communication Services,Internet Content & Information,USA,28350000000.0,196.8,41.51,0.0016,1717203.0
747,PK,Park Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,3370000000.0,36.14,16.02,-0.0016,292647.0
748,PLAY,Dave & Buster's Entertainment Inc,Communication Services,Entertainment,USA,2009999999.9999998,17.79,49.79,-0.0004,116741.0
749,PLD,Prologis Inc,Real Estate,REIT - Industrial,USA,98490000000.0,31.94,105.48,0.006999999999999999,1289431.0
750,PLNT,Planet Fitness Inc,Consumer Cyclical,Leisure,USA,5520000000.0,36.09,63.11,-0.0068000000000000005,206654.0
751,PLTK,Playtika Holding Corp,Communication Services,Electronic Gaming & Multimedia,Israel,3210000000.0,15.63,8.65,0.023,242300.0
752,PLTR,Palantir Technologies Inc,Technology,Software - Infrastructure,USA,47130000000.0,167.05,21.17,0.0074,11151495.0
753,PLUG,Plug Power Inc,Industrials,Electrical Equipment & Parts,USA,2500000000.0,,3.36,0.0338,14390722.0
754,PM,Philip Morris International Inc,Consumer Defensive,Tobacco,USA,154990000000.0,19.5,99.7,-0.0023,685656.0
755,PNC,PNC Financial Services Group Inc,Financial,Banks - Regional,USA,61330000000.0,12.95,154.14,-0.0008,228313.0
756,PNR,Pentair plc,Industrials,Specialty Industrial Machinery,United Kingdom,13240000000.0,21.22,79.75,-0.0363,766074.0
757,PNW,Pinnacle West Capital Corp.,Utilities,Utilities - Regulated Electric,USA,8730000000.0,16.77,76.86,0.0005,57407.0
758,PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,USA,30550000000.0,21.99,130.29,-0.0086,489720.0
759,PPL,PPL Corp,Utilities,Utilities - Regulated Electric,USA,21130000000.0,27.75,28.64,-0.0016,584578.0
760,PR,Permian Resources Corp,Energy,Oil & Gas E&P,USA,9410000000.0,14.71,16.16,0.0208,2333614.0
761,PRGO,Perrigo Company plc,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,3780000000.0,,27.73,-0.0054,308930.0
762,PRMW,Primo Water Corporation,Consumer Defensive,Beverages - Non-Alcoholic,USA,3650000000.0,39.52,22.83,0.0077,414348.0
763,PRU,Prudential Financial Inc.,Financial,Insurance - Life,USA,42460000000.0,19.99,118.28,-0.009000000000000001,189027.0
764,PRVA,Privia Health Group Inc,Healthcare,Health Information Services,USA,2029999999.9999998,113.35,17.02,-0.0165,145219.0
765,PSEC,Prospect Capital Corp,Financial,Asset Management,USA,2390000000.0,,5.71,0.0034999999999999996,630772.0
766,PSLV,Sprott Physical Silver Trust,Financial,Asset Management,Canada,5190000000.0,,10.69,0.053200000000000004,1954096.0
767,PSTG,Pure Storage Inc,Technology,Computer Hardware,USA,20270000000.0,373.52,62.34,0.021099999999999997,1514763.0
768,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,60730000000.0,11.03,143.25,0.004,306747.0
769,PTEN,Patterson-UTI Energy Inc,Energy,Oil & Gas Drilling,USA,4420000000.0,16.22,11.0,0.018500000000000003,679872.0
770,PWSC,PowerSchool Holdings Inc,Technology,Software - Application,USA,3510000000.0,,21.16,0.0095,421339.0
771,PYPL,PayPal Holdings Inc,Financial,Credit Services,USA,65330000000.0,15.71,62.46,0.0132,4427293.0
772,QCOM,"Qualcomm, Inc.",Technology,Semiconductors,USA,240440000000.0,28.95,215.45,0.0242,4775845.0
773,QFIN,Qifu Technology Inc. ADR,Financial,Credit Services,China,3140000000.0,5.15,19.94,-0.0027,265095.0
774,QGEN,Qiagen NV,Healthcare,Diagnostics & Research,Netherlands,9540000000.0,28.7,43.09,-0.0146,115083.0
775,QRVO,Qorvo Inc,Technology,Semiconductors,USA,9450000000.0,,98.83,0.0055000000000000005,265826.0
776,QS,QuantumScape Corp,Consumer Cyclical,Auto Parts,USA,2920000000.0,,5.86,0.0095,1587786.0
777,QSR,Restaurant Brands International Inc,Consumer Cyclical,Restaurants,Canada,21320000000.0,17.37,67.4,-0.0019,193343.0
778,RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,USA,21230000000.0,,33.17,0.015300000000000001,1619814.0
779,RBRK,Rubrik Inc.,Technology,Software - Infrastructure,USA,5800000000.0,,32.96,-0.0179,205237.0
780,RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services,USA,38510000000.0,19.61,149.63,0.008100000000000001,450701.0
781,RCM,R1 RCM Inc.,Healthcare,Health Information Services,USA,5340000000.0,,12.68,0.016399999999999998,698237.0
782,RDDT,Reddit Inc.,Communication Services,Internet Content & Information,USA,9150000000.0,,57.43,0.0495,1531784.0
783,RDN,"Radian Group, Inc.",Financial,Insurance - Specialty,USA,4680000000.0,8.24,31.08,-0.006999999999999999,128006.0
784,REG,Regency Centers Corporation,Real Estate,REIT - Retail,USA,11000000000.0,29.05,59.52,0.0039000000000000003,186572.0
785,RELX,RELX Plc ADR,Industrials,Specialty Business Services,United Kingdom,81860000000.0,37.68,43.85,-0.0189,289247.0
786,RELY,Remitly Global Inc,Technology,Software - Infrastructure,USA,2620000000.0,,13.62,-0.005699999999999999,495318.0
787,REXR,Rexford Industrial Realty Inc,Real Estate,REIT - Industrial,USA,9560000000.0,39.98,43.9,0.0049,212121.0
788,RF,Regions Financial Corp.,Financial,Banks - Regional,USA,17560000000.0,10.35,19.17,0.0026,900529.0
789,RHI,Robert Half Inc,Industrials,Staffing & Employment Services,USA,6980000000.0,19.9,66.53,-0.0003,223279.0
790,RIG,Transocean Ltd,Energy,Oil & Gas Drilling,Switzerland,4950000000.0,,6.03,0.045899999999999996,8306501.0
791,RIO,Rio Tinto plc ADR,Basic Materials,Other Industrial Metals & Mining,United Kingdom,89570000000.0,11.65,71.52,-0.0046,991527.0
792,RIOT,Riot Platforms Inc,Financial,Capital Markets,USA,3090000000.0,14.55,10.69,0.030699999999999998,8630578.0
793,RITM,Rithm Capital Corporation,Real Estate,REIT - Mortgage,USA,5310000000.0,7.33,10.98,-0.0036,752841.0
794,RIVN,Rivian Automotive Inc,Consumer Cyclical,Auto Manufacturers,USA,10530000000.0,,10.58,0.0134,8955945.0
795,RKLB,Rocket Lab USA Inc,Industrials,Aerospace & Defense,USA,2180000000.0,,4.42,0.0499,3178110.0
796,RL,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,USA,11030000000.0,18.62,180.99,0.0435,304493.0
797,RMBS,Rambus Inc.,Technology,Semiconductors,USA,6060000000.0,17.17,56.24,0.0097,417490.0
798,RMD,Resmed Inc.,Healthcare,Medical Instruments & Supplies,USA,30650000000.0,32.11,208.63,-0.0217,155212.0
799,RNA,Avidity Biosciences Inc,Healthcare,Biotechnology,USA,2540000000.0,,26.53,-0.0337,409879.0
800,RNG,RingCentral Inc.,Technology,Software - Application,USA,3220000000.0,,34.96,0.012199999999999999,183078.0
801,ROIV,Roivant Sciences Ltd,Healthcare,Biotechnology,United Kingdom,8700000000.0,2.07,10.8,-0.016399999999999998,1417275.0
802,ROKU,Roku Inc,Communication Services,Entertainment,USA,8160000000.0,,56.59,-0.003,665698.0
803,ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,USA,22460000000.0,51.34,46.38,0.0040999999999999995,267395.0
804,ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,USA,46860000000.0,23.56,139.76,-0.0167,1005490.0
805,RPRX,Royalty Pharma plc,Healthcare,Biotechnology,USA,11960000000.0,14.89,26.53,-0.0034000000000000002,556109.0
806,RRC,Range Resources Corp,Energy,Oil & Gas E&P,USA,8890000000.0,18.63,36.62,0.0235,329838.0
807,RSG,"Republic Services, Inc.",Industrials,Waste Management,USA,58100000000.0,32.4,184.47,-0.0125,134818.0
808,RTX,RTX Corp,Industrials,Aerospace & Defense,USA,140890000000.0,41.57,105.97,-0.0028000000000000004,1060546.0
809,RUN,Sunrun Inc,Technology,Solar,USA,3020000000.0,,13.62,0.0172,5705248.0
810,RVMD,Revolution Medicines Inc,Healthcare,Biotechnology,USA,6250000000.0,,37.89,-0.0016,498361.0
811,RXRX,Recursion Pharmaceuticals Inc,Healthcare,Biotechnology,USA,2250000000.0,,9.46,0.0331,1819558.0
812,RY,Royal Bank Of Canada,Financial,Banks - Diversified,Canada,148060000000.0,13.25,105.14,-0.0015,110797.0
813,S,SentinelOne Inc,Technology,Software - Infrastructure,USA,6800000000.0,,21.24,-0.0176,1439534.0
814,SAN,Banco Santander S.A. ADR,Financial,Banks - Diversified,Spain,79500000000.0,6.92,5.12,0.002,549567.0
815,SATS,EchoStar Corp,Technology,Communication Equipment,USA,5030000000.0,,18.53,0.0022,266041.0
816,SBAC,SBA Communications Corp,Real Estate,REIT - Specialty,USA,20530000000.0,37.42,191.04,0.015700000000000002,199798.0
817,SBLK,Star Bulk Carriers Corp,Industrials,Marine Shipping,Greece,3040000000.0,12.04,26.83,-0.005699999999999999,564019.0
818,SBRA,Sabra Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,USA,3320000000.0,67.59,14.33,-0.0062,349799.0
819,SBSW,Sibanye Stillwater Limited ADR,Basic Materials,Gold,South Africa,3750000000.0,,5.3,0.0144,2433220.0
820,SBUX,Starbucks Corp.,Consumer Cyclical,Restaurants,USA,88930000000.0,21.62,78.51,-0.0045000000000000005,2091169.0
821,SCCO,Southern Copper Corporation,Basic Materials,Copper,USA,95180000000.0,40.33,121.84,0.0368,441139.0
822,SCHW,Charles Schwab Corp.,Financial,Capital Markets,USA,126420000000.0,29.77,71.13,-0.015700000000000002,2187959.0
823,SE,Sea Ltd ADR,Consumer Cyclical,Internet Retail,Singapore,36310000000.0,1831.2,68.67,-0.046,4418710.0
824,SEDG,Solaredge Technologies Inc,Technology,Solar,Israel,2820000000.0,,49.26,0.025699999999999997,745983.0
825,SEE,Sealed Air Corp.,Consumer Cyclical,Packaging & Containers,USA,5360000000.0,14.84,36.82,-0.0109,237896.0
826,SFM,Sprouts Farmers Market Inc,Consumer Defensive,Grocery Stores,USA,7980000000.0,27.42,79.38,-0.041100000000000005,453958.0
827,SG,Sweetgreen Inc,Consumer Cyclical,Restaurants,USA,3620000000.0,,31.98,-0.0166,667964.0
828,SHC,Sotera Health Co,Healthcare,Diagnostics & Research,USA,3120000000.0,57.43,11.02,-0.0161,151774.0
829,SHEL,Shell Plc ADR,Energy,Oil & Gas Integrated,United Kingdom,228930000000.0,13.19,71.36,0.0076,827263.0
830,SHO,Sunstone Hotel Investors Inc,Real Estate,REIT - Hotel & Motel,USA,2100000000.0,11.46,10.3,-0.0024,231994.0
831,SHOP,Shopify Inc,Technology,Software - Application,Canada,74300000000.0,,57.72,0.0132,3870171.0
832,SHW,Sherwin-Williams Co.,Basic Materials,Specialty Chemicals,USA,76910000000.0,32.36,303.35,-0.0049,363571.0
833,SID,Companhia Siderurgica Nacional ADR,Basic Materials,Steel,Brazil,3470000000.0,1091.67,2.62,0.0077,412218.0
834,SIRI,Sirius XM Holdings Inc,Communication Services,Entertainment,USA,10640000000.0,8.29,2.77,0.0055000000000000005,3440363.0
835,SITC,SITE Centers Corp,Real Estate,REIT - Retail,USA,2980000000.0,13.85,14.23,0.0011,99543.0
836,SJM,J.M. Smucker Co.,Consumer Defensive,Packaged Foods,USA,11570000000.0,,108.97,-0.0073,176948.0
837,SKX,"Skechers U S A, Inc.",Consumer Cyclical,Footwear & Accessories,USA,10750000000.0,18.55,70.47,0.0319,546231.0
838,SLB,Schlumberger Ltd.,Energy,Oil & Gas Equipment & Services,USA,67200000000.0,15.66,47.01,0.0168,3141873.0
839,SLG,SL Green Realty Corp.,Real Estate,REIT - Office,USA,3320000000.0,,51.21,0.0105,85281.0
840,SLM,SLM Corp.,Financial,Credit Services,USA,4560000000.0,6.48,20.76,-0.010700000000000001,182912.0
841,SM,SM Energy Co,Energy,Oil & Gas E&P,USA,5650000000.0,7.7,49.07,0.021,184591.0
842,SMAR,Smartsheet Inc,Technology,Software - Application,USA,5410000000.0,,39.33,-0.0088,148802.0
843,SMCI,Super Micro Computer Inc,Technology,Computer Hardware,USA,52460000000.0,50.27,895.79,0.013500000000000002,2996834.0
844,SMFG,Sumitomo Mitsui Financial Group Inc ADR,Financial,Banks - Diversified,Japan,83030000000.0,12.78,12.84,0.0219,246503.0
845,SMTC,Semtech Corp.,Technology,Semiconductors,USA,2660000000.0,,41.14,0.022099999999999998,241031.0
846,SN,SharkNinja Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,10750000000.0,56.9,76.89,0.0001,298517.0
847,SNAP,Snap Inc,Communication Services,Internet Content & Information,USA,25280000000.0,,15.4,0.012199999999999999,2730786.0
848,SNOW,Snowflake Inc,Technology,Software - Application,USA,51430000000.0,,153.49,-0.0171,1793738.0
849,SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA,5760000000.0,13.47,39.35,0.0028000000000000004,183157.0
850,SNY,Sanofi ADR,Healthcare,Drug Manufacturers - General,France,121060000000.0,20.8,48.31,-0.004699999999999999,377420.0
851,SO,Southern Company,Utilities,Utilities - Regulated Electric,USA,85040000000.0,20.11,77.77,0.0002,520802.0
852,SOFI,SoFi Technologies Inc,Financial,Credit Services,USA,7320000000.0,,6.93,0.0007000000000000001,13207887.0
853,SOLV,Solventum Corp,Healthcare,Health Information Services,USA,10300000000.0,,59.65,-0.0132,395766.0
854,SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,USA,48280000000.0,18.83,148.13,0.0017000000000000001,205867.0
855,SPGI,S&P Global Inc,Financial,Financial Data & Stock Exchanges,USA,135169999999.99998,48.43,431.98,-0.0143,381954.0
856,SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information,Luxembourg,60300000000.0,,309.03,0.0028000000000000004,320505.0
857,SPR,Spirit Aerosystems Holdings Inc,Industrials,Aerospace & Defense,USA,3600000000.0,,30.85,-0.0073,269005.0
858,SQ,Block Inc,Technology,Software - Infrastructure,USA,40530000000.0,84.83,65.68,-0.009899999999999999,2612078.0
859,SQM,Sociedad Quimica Y Minera de Chile S.A. ADR,Basic Materials,Specialty Chemicals,Chile,7190000000.0,36.59,50.38,0.0187,506167.0
860,SQSP,Squarespace Inc,Technology,Software - Infrastructure,USA,5990000000.0,,43.6,0.0016,174032.0
861,SRE,Sempra,Utilities,Utilities - Diversified,USA,47850000000.0,16.74,75.62,-0.0029,504751.0
862,ST,Sensata Technologies Holding Plc,Technology,Scientific & Technical Instruments,USA,6380000000.0,,42.31,0.011000000000000001,422342.0
863,STAG,STAG Industrial Inc,Real Estate,REIT - Industrial,USA,6390000000.0,35.35,35.1,-0.0003,113139.0
864,STLA,Stellantis N.V,Consumer Cyclical,Auto Manufacturers,Netherlands,64610000000.0,3.51,22.48,0.0077,3092793.0
865,STLD,Steel Dynamics Inc.,Basic Materials,Steel,USA,21170000000.0,9.25,134.74,0.0105,260461.0
866,STM,ST Microelectronics,Technology,Semiconductors,Netherlands,37290000000.0,10.71,41.79,-0.0024,1328982.0
867,STNE,StoneCo Ltd,Technology,Software - Infrastructure,Cayman Islands,4450000000.0,13.88,14.4,0.008,1816634.0
868,STT,State Street Corp.,Financial,Asset Management,USA,22550000000.0,13.99,74.84,-0.0073,265495.0
869,STWD,Starwood Property Trust Inc,Real Estate,REIT - Mortgage,USA,5990000000.0,13.68,18.97,0.0013,642237.0
870,STX,Seagate Technology Holdings Plc,Technology,Computer Hardware,USA,20220000000.0,,96.28,0.022099999999999998,690777.0
871,STZ,Constellation Brands Inc,Consumer Defensive,Beverages - Wineries & Distilleries,USA,45000000000.0,26.21,245.96,-0.0103,266271.0
872,SU,"Suncor Energy, Inc.",Energy,Oil & Gas Integrated,Canada,52480000000.0,9.11,40.78,0.0118,1227826.0
873,SUZ,Suzano S.A. ADR,Basic Materials,Paper & Paper Products,Brazil,12400000000.0,6.85,9.66,0.0163,418389.0
874,SWAV,Shockwave Medical Inc.,Healthcare,Medical Devices,USA,12560000000.0,78.35,334.54,0.0012,420548.0
875,SWK,Stanley Black & Decker Inc,Industrials,Tools & Accessories,USA,13140000000.0,,85.38,-0.0087,247235.0
876,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,USA,14860000000.0,17.4,92.6,0.0048,346147.0
877,SWN,Southwestern Energy Company,Energy,Oil & Gas E&P,USA,8220000000.000001,,7.45,0.008100000000000001,3094206.0
878,SYF,Synchrony Financial,Financial,Credit Services,USA,17420000000.0,6.22,43.38,0.0012,394467.0
879,SYK,Stryker Corp.,Healthcare,Medical Devices,USA,128520000000.00002,38.56,337.36,0.0054,524107.0
880,SYM,Symbotic Inc,Industrials,Specialty Industrial Machinery,USA,22490000000.0,,42.26,0.0331,272214.0
881,SYY,Sysco Corp.,Consumer Defensive,Food Distribution,USA,36140000000.0,17.69,72.57,-0.0052,807142.0
882,T,"AT&T, Inc.",Communication Services,Telecom Services,USA,124190000000.0,9.28,17.32,-0.0103,5855857.0
883,TAK,Takeda Pharmaceutical Co ADR,Healthcare,Drug Manufacturers - Specialty & Generic,Japan,41220000000.0,41.02,13.14,0.0011,362970.0
884,TAL,TAL Education Group ADR,Consumer Defensive,Education & Training Services,China,5690000000.0,,11.6,0.0147,1641498.0
885,TALO,Talos Energy Inc,Energy,Oil & Gas E&P,USA,2130000000.0,168.78,11.6,0.016200000000000003,295080.0
886,TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA,11340000000.0,10.71,53.52,0.0004,659109.0
887,TCOM,Trip.com Group Ltd ADR,Consumer Cyclical,Travel Services,China,33780000000.0,23.47,52.44,-0.0059,1020899.0
888,TD,Toronto Dominion Bank,Financial,Banks - Diversified,Canada,98900000000.0,12.66,55.81,-0.013300000000000001,647487.0
889,TDC,Teradata Corp,Technology,Software - Infrastructure,USA,3110000000.0,78.16,32.14,0.0091,135192.0
890,TDS,"Telephone And Data Systems, Inc.",Communication Services,Telecom Services,USA,2140000000.0000002,,18.89,0.0064,1418724.0
891,TEAM,Atlassian Corporation,Technology,Software - Application,USA,43470000000.0,,166.98,-0.0111,1009586.0
